LOV_NACEActivityID,Code,Name,StartYear,EndYear,ParentID
1472,NACE_1.1:52.48,"Other retail sale in specialised stores",2001,2004,975
1473,NACE_1.1:52.50,"Retail sale of second-hand goods in stores",2001,2004,975
1474,NACE_1.1:52.60,"Retail sale not in stores",2001,2004,975
1475,NACE_1.1:52.61,"Retail sale via mail order houses",2001,2004,975
1476,NACE_1.1:52.62,"Retail sale via stalls and markets",2001,2004,975
1477,NACE_1.1:52.63,"Other non-store retail sale",2001,2004,975
1478,NACE_1.1:52.70,"Repair of personal and household goods",2001,2004,975
1479,NACE_1.1:52.71,"Repair of boots, shoes and other articles of leather",2001,2004,975
1480,NACE_1.1:52.72,"Repair of electrical household goods",2001,2004,975
1481,NACE_1.1:52.73,"Repair of watches, clocks and jewellery",2001,2004,975
1482,NACE_1.1:52.74,"Repair n.e.c",2001,2004,975
1483,NACE_1.1:55.00,"Hotels and restaurants",2001,2004,976
1484,NACE_1.1:55.10,"Hotels",2001,2004,976
1485,NACE_1.1:55.11,"Hotels and motels, with restaurant",2001,2004,976
1486,NACE_1.1:55.12,"Hotels and motels, without restaurant",2001,2004,976
1487,NACE_1.1:55.20,"Camping sites and other provision of short-stay accommodation",2001,2004,976
1488,NACE_1.1:55.21,"Youth hostels and mountain refuges",2001,2004,976
1489,NACE_1.1:55.22,"Camping sites, including caravan sites",2001,2004,976
1490,NACE_1.1:55.23,"Other provision of lodgings n.e.c",2001,2004,976
1491,NACE_1.1:55.30,"Restaurants",2001,2004,976
1492,NACE_1.1:55.40,"Bars",2001,2004,976
1493,NACE_1.1:55.50,"Canteens and catering",2001,2004,976
1494,NACE_1.1:55.51,"Canteens",2001,2004,976
1495,NACE_1.1:55.52,"Catering",2001,2004,976
1496,NACE_1.1:60.00,"Land transport; transport via pipelines",2001,2004,977
1497,NACE_1.1:60.10,"Transport via railways",2001,2004,977
1498,NACE_1.1:60.20,"Other land transport",2001,2004,977
1499,NACE_1.1:60.21,"Other scheduled passenger land transport",2001,2004,977
1500,NACE_1.1:60.22,"Taxi operation",2001,2004,977
1501,NACE_1.1:60.23,"Other land passenger transport",2001,2004,977
1502,NACE_1.1:60.24,"Freight transport by road",2001,2004,977
1503,NACE_1.1:60.30,"Transport via pipelines",2001,2004,977
1504,NACE_1.1:61.00,"Water transport",2001,2004,977
1505,NACE_1.1:61.10,"Sea and coastal water transport",2001,2004,977
1506,NACE_1.1:61.11,"Sea transport",2001,2004,977
1507,NACE_1.1:61.12,"Coastal water transport",2001,2004,977
1508,NACE_1.1:61.20,"Inland water transport",2001,2004,977
1509,NACE_1.1:62.00,"Air transport",2001,2004,977
1510,NACE_1.1:62.10,"Scheduled air transport",2001,2004,977
1511,NACE_1.1:62.20,"Non-scheduled air transport",2001,2004,977
1512,NACE_1.1:62.30,"Space transport",2001,2004,977
1513,NACE_1.1:63.00,"Supporting & auxiliary transport activities; activities of travel agencies",2001,2004,977
1514,NACE_1.1:63.10,"Cargo handling and storage",2001,2004,977
1515,NACE_1.1:63.11,"Cargo handling",2001,2004,977
1516,NACE_1.1:63.12,"Storage and warehousing",2001,2004,977
1517,NACE_1.1:63.20,"Other supporting transport activities",2001,2004,977
1518,NACE_1.1:63.21,"Other supporting land transport activities",2001,2004,977
1519,NACE_1.1:63.22,"Other supporting water transport activities",2001,2004,977
1520,NACE_1.1:63.23,"Other supporting air transport activities",2001,2004,977
1521,NACE_1.1:63.30,"Activities of travel agencies & tour operators; tourist assistance activiti",2001,2004,977
1522,NACE_1.1:63.40,"Activities of other transport agencies",2001,2004,977
1523,NACE_1.1:64.00,"Post and telecommunications",2001,2004,977
1524,NACE_1.1:64.10,"Post and courier activities",2001,2004,977
1525,NACE_1.1:64.11,"National post activities",2001,2004,977
1526,NACE_1.1:64.12,"Courier activities other than national post activities",2001,2004,977
1527,NACE_1.1:64.20,"Telecommunications",2001,2004,977
1528,NACE_1.1:65.00,"Financial intermediation, except insurance and pension funding",2001,2004,978
1529,NACE_1.1:65.10,"Monetary intermediation",2001,2004,978
1530,NACE_1.1:65.11,"Central banking",2001,2004,978
1531,NACE_1.1:65.12,"Other monetary intermediation",2001,2004,978
1532,NACE_1.1:65.20,"Other financial intermediation",2001,2004,978
1533,NACE_1.1:65.21,"Financial leasing",2001,2004,978
1534,NACE_1.1:65.22,"Other credit granting",2001,2004,978
1535,NACE_1.1:65.23,"Other financial intermediation n.e.c",2001,2004,978
1536,NACE_1.1:66.00,"Insurance and pension funding, except compulsory social security",2001,2004,978
1537,NACE_1.1:66.10,"Life insurance",2001,2004,978
1538,NACE_1.1:66.20,"Pension funding",2001,2004,978
1539,NACE_1.1:66.30,"Non-life insurance",2001,2004,978
1540,NACE_1.1:67.00,"Activities auxiliary to financial intermediation",2001,2004,978
1541,NACE_1.1:67.10,"Activities auxiliary to financial intermediation, exc. insurance & pension",2001,2004,978
1542,NACE_1.1:67.11,"Administration of financial markets",2001,2004,978
1543,NACE_1.1:67.12,"Security brooking and fund management",2001,2004,978
1544,NACE_1.1:67.13,"Activities auxiliary to financial intermediation n.e.c",2001,2004,978
1545,NACE_1.1:67.20,"Activities auxiliary to insurance and pension funding",2001,2004,978
1546,NACE_1.1:70.00,"Real estate activities",2001,2004,979
1547,NACE_1.1:70.10,"Real estate activities with own property",2001,2004,979
1548,NACE_1.1:70.11,"Development and selling of real estate",2001,2004,979
1549,NACE_1.1:70.12,"Buying and selling of own real estate",2001,2004,979
1550,NACE_1.1:70.20,"Letting of own property",2001,2004,979
1551,NACE_1.1:70.30,"Real estate activities on a fee or contract basis",2001,2004,979
1552,NACE_1.1:70.31,"Real estate agencies",2001,2004,979
1553,NACE_1.1:70.32,"Management of real estate on a fee or contract basis",2001,2004,979
1554,NACE_1.1:71.00,"Renting of machinery & equipment without operator & of personal & household",2001,2004,979
1555,NACE_1.1:71.10,"Renting of automobiles",2001,2004,979
1556,NACE_1.1:71.20,"Renting of other transport equipment",2001,2004,979
1557,NACE_1.1:71.21,"Renting of other land transport equipment",2001,2004,979
1558,NACE_1.1:71.22,"Renting of water transport equipment",2001,2004,979
1559,NACE_1.1:71.23,"Renting of air transport equipment",2001,2004,979
1560,NACE_1.1:71.30,"Renting of other machinery and equipment",2001,2004,979
1561,NACE_1.1:71.31,"Renting of agricultural machinery and equipment",2001,2004,979
1562,NACE_1.1:71.32,"Renting of construction and civil engineering machinery and equipment",2001,2004,979
1563,NACE_1.1:71.33,"Renting of office machinery and equipment including computers",2001,2004,979
1564,NACE_1.1:71.34,"Renting of other machinery and equipment n.e.c",2001,2004,979
1565,NACE_1.1:71.40,"Renting of personal and household goods n.e.c",2001,2004,979
1566,NACE_1.1:72.00,"Computer and related activities",2001,2004,979
1567,NACE_1.1:72.10,"Hardware consultancy",2001,2004,979
1568,NACE_1.1:72.20,"Software consultancy and supply",2001,2004,979
1569,NACE_1.1:72.30,"Data processing",2001,2004,979
1570,NACE_1.1:72.40,"Data base activities",2001,2004,979
1571,NACE_1.1:72.50,"Maintenance and repair of office, accounting and computing machinery",2001,2004,979
1572,NACE_1.1:72.60,"Other computer related activities",2001,2004,979
1573,NACE_1.1:73.00,"Research and development",2001,2004,979
1574,NACE_1.1:73.10,"Research and experimental development on natural sciences and engineering",2001,2004,979
1575,NACE_1.1:73.20,"Research and experimental development on social sciences and humanities",2001,2004,979
1576,NACE_1.1:74.00,"Other business activities",2001,2004,979
1577,NACE_1.1:74.10,"Legal, accounting & auditing activities; consultancy; market res.; holdings",2001,2004,979
1578,NACE_1.1:74.11,"Legal activities",2001,2004,979
1579,NACE_1.1:74.12,"Accounting, book-keeping and auditing activities; tax consultancy",2001,2004,979
1580,NACE_1.1:74.13,"Market research and public opinion polling",2001,2004,979
1581,NACE_1.1:74.14,"Business and management consultancy activities",2001,2004,979
1582,NACE_1.1:74.15,"Management activities of holding companies",2001,2004,979
1583,NACE_1.1:74.20,"Architectural and engineering activities and related technical consultancy",2001,2004,979
1584,NACE_1.1:74.30,"Technical testing and analysis",2001,2004,979
1585,NACE_1.1:74.40,"Advertising",2001,2004,979
1586,NACE_1.1:74.50,"Labour recruitment and provision of personnel",2001,2004,979
1587,NACE_1.1:74.60,"Investigation and security activities",2001,2004,979
1588,NACE_1.1:74.70,"Industrial cleaning",2001,2004,979
1589,NACE_1.1:74.80,"Miscellaneous business activities n.e.c",2001,2004,979
1590,NACE_1.1:74.81,"Photographic activities",2001,2004,979
1591,NACE_1.1:74.82,"Packaging activities",2001,2004,979
1592,NACE_1.1:74.83,"Secretarial and translation activities",2001,2004,979
1593,NACE_1.1:74.84,"Other business activities n.e.c",2001,2004,979
1594,NACE_1.1:75.00,"Public administration and defence; compulsory social security",2001,2004,980
1595,NACE_1.1:75.10,"Administration of the State & the economic & social policy of the community",2001,2004,980
1596,NACE_1.1:75.11,"General (overall) public service activities",2001,2004,980
1597,NACE_1.1:75.12,"Regulation activities of agencies that provide ... social services, excl ..",2001,2004,980
1598,NACE_1.1:75.13,"Regulation of and contribution to more efficient operation of business",2001,2004,980
1599,NACE_1.1:75.14,"Supporting service activities for the government as a whole",2001,2004,980
1600,NACE_1.1:75.20,"Provision of services to the community as a whole",2001,2004,980
1601,NACE_1.1:75.21,"Foreign affairs",2001,2004,980
1602,NACE_1.1:75.22,"Defence activities",2001,2004,980
1603,NACE_1.1:75.23,"Justice and judicial activities",2001,2004,980
1604,NACE_1.1:75.24,"Public security, law and order activities",2001,2004,980
1605,NACE_1.1:75.25,"Fire service activities",2001,2004,980
1606,NACE_1.1:75.30,"Compulsory social security activities",2001,2004,980
1607,NACE_1.1:80.00,"Education",2001,2004,981
1608,NACE_1.1:80.10,"Primary education",2001,2004,981
1609,NACE_1.1:80.20,"Secondary education",2001,2004,981
1610,NACE_1.1:80.21,"General secondary education",2001,2004,981
1611,NACE_1.1:80.22,"Technical and vocational secondary education",2001,2004,981
1612,NACE_1.1:80.30,"Higher education",2001,2004,981
1613,NACE_1.1:80.40,"Adult and other education",2001,2004,981
1614,NACE_1.1:80.41,"Driving school activities",2001,2004,981
1615,NACE_1.1:80.42,"Adult and other education n.e.c",2001,2004,981
1616,NACE_1.1:85.00,"Health and social work",2001,2004,982
1617,NACE_1.1:85.10,"Human health activities",2001,2004,982
1618,NACE_1.1:85.11,"Hospital activities",2001,2004,982
1619,NACE_1.1:85.12,"Medical practice activities",2001,2004,982
1620,NACE_1.1:85.13,"Dental practice activities",2001,2004,982
1621,NACE_1.1:85.14,"Other human health activities",2001,2004,982
1622,NACE_1.1:85.20,"Veterinary activities",2001,2004,982
1623,NACE_1.1:85.30,"Social work activities",2001,2004,982
1624,NACE_1.1:85.31,"Social work activities with accommodation",2001,2004,982
1625,NACE_1.1:85.32,"Social work activities without accommodation",2001,2004,982
1626,NACE_1.1:90.00,"Sewage and refuse disposal, sanitation and similar activities",2001,2004,983
1627,NACE_1.1:91.00,"Activities of membership organization n.e.c",2001,2004,983
1628,NACE_1.1:91.10,"Activities of business, employers and professional organisations",2001,2004,983
1629,NACE_1.1:91.11,"Activities of business and employers organisations",2001,2004,983
1630,NACE_1.1:91.12,"Activities of professional organisations",2001,2004,983
1631,NACE_1.1:91.20,"Activities of trade unions",2001,2004,983
1632,NACE_1.1:91.30,"Activities of other membership organisations",2001,2004,983
1633,NACE_1.1:91.31,"Activities of religious organisations",2001,2004,983
1634,NACE_1.1:91.32,"Activities of political organisations",2001,2004,983
1635,NACE_1.1:91.33,"Activities of other membership organisations n.e.c",2001,2004,983
1636,NACE_1.1:92.00,"Recreational, cultural and sporting activities",2001,2004,983
1637,NACE_1.1:92.10,"Motion picture and video activities",2001,2004,983
1638,NACE_1.1:92.11,"Motion picture and video production",2001,2004,983
1639,NACE_1.1:92.12,"Motion picture and video distribution",2001,2004,983
1640,NACE_1.1:92.13,"Motion picture projection",2001,2004,983
1641,NACE_1.1:92.20,"Radio and television activities",2001,2004,983
1642,NACE_1.1:92.30,"Other entertainment activities",2001,2004,983
1643,NACE_1.1:92.31,"Artistic and literary creation and interpretation",2001,2004,983
1644,NACE_1.1:92.32,"Operation of arts facilities",2001,2004,983
1645,NACE_1.1:92.33,"Fair and amusement park activities",2001,2004,983
1646,NACE_1.1:92.34,"Other entertainment activities n.e.c",2001,2004,983
1647,NACE_1.1:92.40,"News agency activities",2001,2004,983
1648,NACE_1.1:92.50,"Library, archives, museums and other cultural activities",2001,2004,983
1649,NACE_1.1:92.51,"Library and archives activities",2001,2004,983
1650,NACE_1.1:92.52,"Museums activities and preservation of historical sites and buildings",2001,2004,983
1651,NACE_1.1:92.53,"Botanical and zoological gardens and nature reserves activities",2001,2004,983
1652,NACE_1.1:92.60,"Sporting activities",2001,2004,983
1653,NACE_1.1:92.61,"Operation of sports arenas and stadiums",2001,2004,983
1654,NACE_1.1:92.62,"Other sporting activities",2001,2004,983
1655,NACE_1.1:92.70,"Other recreational activities",2001,2004,983
1656,NACE_1.1:92.71,"Gambling and betting activities",2001,2004,983
1657,NACE_1.1:92.72,"Other recreational activities n.e.c",2001,2004,983
1658,NACE_1.1:93.00,"Other services activities",2001,2004,983
1659,NACE_1.1:93.10,"Washing and dry-cleaning of textile and fur products",2001,2004,983
1660,NACE_1.1:93.20,"Hairdressing and other beauty treatment",2001,2004,983
1661,NACE_1.1:93.30,"Funeral and related activities",2001,2004,983
1662,NACE_1.1:93.40,"Physical well-being activities",2001,2004,983
1663,NACE_1.1:93.50,"Other service activities n.e.c",2001,2004,983
1664,NACE_1.1:02.01,Forestry and logging,2001,2004,968
1665,NACE_1.1:02.02,Forestry and logging related service activities,2001,2004,968
1666,NACE_1.1:05.01,Fishing,2001,2004,968
1667,NACE_1.1:05.02,Fish farming,2001,2004,968
1668,NACE_1.1:29.41,Manufacture of portable hand held power tools,2001,2004,968
1669,NACE_1.1:29.42,Manufacture of other metalworking machine tools,2001,2004,968
1670,NACE_1.1:29.43,Manufacture of other machine tools n.n.e.c,2001,2004,968
1671,NACE_1.1:30.01,Manufacture of office machinery,2001,2004,968
1672,NACE_1.1:30.02,Manufacture of computers and other information processing equipment,2001,2004,968
1673,NACE_1.1:40.11,Production of electricity,2001,2004,968
1674,NACE_1.1:40.12,Transmission of electricity,2001,2004,968
1675,NACE_1.1:40.13,Distribution and trade of electricity,2001,2004,968
1676,NACE_1.1:40.21,Manufacture of gas,2001,2004,968
1677,NACE_1.1:40.22,Distribution and trade of gaseous fuels through mains,2001,2004,968
1678,NACE_1.1:51.80,"Wholesale of machinery, equipment and supplies",2001,2004,968
1679,NACE_1.1:51.81,Wholesale of machine-tools,2001,2004,968
1680,NACE_1.1:51.82,"Wholesale of mining, construction and civil engineering machinery",2001,2004,968
1681,NACE_1.1:51.83,Wholesale of machinery for the textile industry and of sewing and knitting machines,2001,2004,968
1682,NACE_1.1:51.84,"Wholesale of computers, computer peripheral equipment and software",2001,2004,968
1683,NACE_1.1:51.85,Wholesale of other office machinery and equipment,2001,2004,968
1684,NACE_1.1:51.86,Wholesale of other electronic parts and equipment,2001,2004,968
1685,NACE_1.1:51.87,"Wholesale of other machinery for use in industry, trade and navigation",2001,2004,968
1686,NACE_1.1:51.88,"Wholesale of agricultural machinery and accessories and implements, including tractors",2001,2004,968
1687,NACE_1.1:51.90,Other wholesale,2001,2004,968
1688,NACE_1.1:66.01,Life insurance,2001,2004,968
1689,NACE_1.1:66.02,Pension funding,2001,2004,968
1690,NACE_1.1:66.03,Non-life insurance,2001,2004,968
1691,NACE_1.1:72.21,Publishing of software,2001,2004,968
1692,NACE_1.1:72.22,Other software consultancy and supply,2001,2004,968
1693,NACE_1.1:74.85,Secretarial and translation activities,2001,2004,968
1694,NACE_1.1:74.86,Call centre activities,2001,2004,968
1695,NACE_1.1:74.87,Other business activities n.n.e.c,2001,2004,968
1696,NACE_1.1:90.01,Collection and treatment of sewage,2001,2004,968
1697,NACE_1.1:90.02,Collection and treatment of other waste,2001,2004,968
1698,NACE_1.1:90.03,"Sanitation, remediation and similar activities",2001,2004,968
1699,NACE_1.1:93.01,Washing and dry-cleaning of textile and fur products,2001,2004,968
1700,NACE_1.1:93.02,Hairdressing and other beauty treatment,2001,2004,968
1701,NACE_1.1:93.03,Funeral and related activities,2001,2004,968
1702,NACE_1.1:93.04,Physical well-being activities,2001,2004,968
1703,NACE_1.1:93.05,Other service activities n.n.e.c,2001,2004,968
1704,NACE_1.1:95.00,Activities of households as employers of domestic staff,2001,2004,968
1705,NACE_1.1:96.00,Undifferentiated goods producing activities of private households for own use,2001,2004,968
1706,NACE_1.1:97.00,Undifferentiated services producing activities of private households for own use,2001,2004,968
1707,NACE_1.1:99.00,Extra-territorial organizations and bodies,2001,2004,968
1708,46.48,Wholesale of watches and jewellery,2007,NULL,232
1709,46.49,Wholesale of other household goods,2007,NULL,232
1712,46.63,"Wholesale of mining, construction and civil engineering machinery",2007,NULL,234
1713,46.64,Wholesale of machinery for the textile industry and of sewing and knitting machines,2007,NULL,234
