LOV_NACEActivityID,Code,Name,StartYear,EndYear,ParentID
1,01,"Crop and animal production, hunting and related service activities",2007,NULL,NULL
2,02,Forestry and logging,2007,NULL,NULL
3,03,Fishing and aquaculture,2007,NULL,NULL
4,05,Mining of coal and lignite,2007,NULL,NULL
5,06,Extraction of crude petroleum and natural gas,2007,NULL,NULL
6,07,Mining of metal ores,2007,NULL,NULL
7,08,Other mining and quarrying,2007,NULL,NULL
8,09,Mining support service activities,2007,NULL,NULL
9,10,Manufacture of food products,2007,NULL,NULL
10,11,Manufacture of beverages,2007,NULL,NULL
11,12,Manufacture of tobacco products,2007,NULL,NULL
12,13,Manufacture of textiles,2007,NULL,NULL
13,14,Manufacture of wearing apparel,2007,NULL,NULL
14,15,Manufacture of leather and related products,2007,NULL,NULL
15,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2007,NULL,NULL
16,17,Manufacture of paper and paper products,2007,NULL,NULL
17,18,Printing and reproduction of recorded media,2007,NULL,NULL
18,19,Manufacture of coke and reined petroleum products,2007,NULL,NULL
19,20,Manufacture of chemicals and chemical products,2007,NULL,NULL
20,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,2007,NULL,NULL
21,22,Manufacture of rubber and plastic products,2007,NULL,NULL
22,23,Manufacture of other non-metallic mineral products,2007,NULL,NULL
23,24,Manufacture of basic metals,2007,NULL,NULL
24,25,"Manufacture of fabricated metal products, except machinery and equipment",2007,NULL,NULL
25,26,"Manufacture of computer, electronic and optical products",2007,NULL,NULL
26,27,Manufacture of electrical equipment,2007,NULL,NULL
27,28,Manufacture of machinery and equipment n.e.c.,2007,NULL,NULL
28,29,"Manufacture of motor vehicles, trailers and semi-trailers",2007,NULL,NULL
29,30,Manufacture of other transport equipment,2007,NULL,NULL
30,31,Manufacture of furniture,2007,NULL,NULL
31,32,Other manufacturing,2007,NULL,NULL
32,33,Repair and installation of machinery and equipment,2007,NULL,NULL
33,35,"Electricity, gas, steam and air conditioning supply",2007,NULL,NULL
34,36,"Water collection, treatment and supply",2007,NULL,NULL
35,37,Sewerage,2007,NULL,NULL
36,38,"Waste collection, treatment and disposal activities; materials recovery",2007,NULL,NULL
37,39,Remediation activities and other waste management services,2007,NULL,NULL
38,41,Construction of buildings,2007,NULL,NULL
39,42,Civil engineering,2007,NULL,NULL
40,43,Specialised construction activities,2007,NULL,NULL
41,45,Wholesale and retail trade and repair of motor vehicles and motorcycles,2007,NULL,NULL
42,46,"Wholesale trade, except of motor vehicles and motorcycles",2007,NULL,NULL
43,47,"Retail trade, except of motor vehicles and motorcycles",2007,NULL,NULL
44,49,Land transport and transport via pipelines,2007,NULL,NULL
45,50,Water transport,2007,NULL,NULL
46,51,Air transport,2007,NULL,NULL
47,52,Warehousing and support activities for transportation,2007,NULL,NULL
48,53,Postal and courier activities,2007,NULL,NULL
49,55,Accommodation,2007,NULL,NULL
50,56,Food and beverage service activities,2007,NULL,NULL
51,58,Publishing activities,2007,NULL,NULL
52,59,"Motion picture, video and television programme production, sound recording and music publishing activities",2007,NULL,NULL
53,60,Programming and broadcasting activities,2007,NULL,NULL
54,61,Telecommunications,2007,NULL,NULL
55,62,"Computer programming, consultancy and related activities",2007,NULL,NULL
56,63,Information service activities,2007,NULL,NULL
57,64,"Financial service activities, except insurance and pension funding",2007,NULL,NULL
58,65,"Insurance, reinsurance and pension funding, except compulsory social security",2007,NULL,NULL
59,66,Activities auxiliary to financial services and insurance activities,2007,NULL,NULL
60,68,Real estate activities,2007,NULL,NULL
61,69,Legal and accounting activities,2007,NULL,NULL
62,70,Activities of head offices; management consultancy activities,2007,NULL,NULL
63,71,Architectural and engineering activities; technical testing and analysis,2007,NULL,NULL
64,72,Scientific research and development,2007,NULL,NULL
65,73,Advertising and market research,2007,NULL,NULL
66,74,"Other professional, scientiic and technical activities",2007,NULL,NULL
67,75,Veterinary activities,2007,NULL,NULL
68,77,Rental and leasing activities,2007,NULL,NULL
69,78,Employment activities,2007,NULL,NULL
70,79,"Travel agency, tour operator and other reservation service and related activities",2007,NULL,NULL
71,80,Security and investigation activities,2007,NULL,NULL
72,81,Services to buildings and landscape activities,2007,NULL,NULL
73,82,"Office administrative, office support and other business support activities",2007,NULL,NULL
74,84,Public administration and defence; compulsory social security,2007,NULL,NULL
75,85,Education,2007,NULL,NULL
76,86,Human health activities,2007,NULL,NULL
77,87,Residential care activities,2007,NULL,NULL
78,88,Social work activities without accommodation,2007,NULL,NULL
79,90,"Creative, arts and entertainment activities",2007,NULL,NULL
80,91,"Libraries, archives, museums and other cultural activities",2007,NULL,NULL
81,92,Gambling and betting activities,2007,NULL,NULL
82,93,Sports activities and amusement and recreation activities,2007,NULL,NULL
83,94,Activities of membership organisations,2007,NULL,NULL
84,95,Repair of computers and personal and household goods,2007,NULL,NULL
85,96,Other personal service activities,2007,NULL,NULL
86,97,Activities of households as employers of domestic personnel,2007,NULL,NULL
87,98,Undifferentiated goods- and services-producing activities of private households for own use,2007,NULL,NULL
88,99,Activities of extraterritorial organisations and bodies,2007,NULL,NULL
89,01.1,Growing of non-perennial crops,2007,NULL,1
90,01.2,Growing of perennial crops,2007,NULL,1
91,01.3,Plant propagation,2007,NULL,1
92,01.4,Animal Production,2007,NULL,1
93,01.5,Mixed farming,2007,NULL,1
94,01.6,Support activities to agriculture and post-harvest crop activities,2007,NULL,1
95,01.7,"Hunting, trapping and related service activities",2007,NULL,1
96,02.1,Silviculture and other forestry activities,2007,NULL,2
97,02.2,Logging,2007,NULL,2
98,02.3,Gathering of wild growing non-wood products,2007,NULL,2
99,02.4,Support services to forestry,2007,NULL,2
100,03.1,Fishing,2007,NULL,3
101,03.2,Aquaculture,2007,NULL,3
102,05.1,Mining of hard coal,2007,NULL,4
103,05.2,Mining of lignite,2007,NULL,4
104,06.1,Extraction of crude petroleum,2007,NULL,5
105,06.2,Extraction of natural gas,2007,NULL,5
106,07.1,Mining of iron ores,2007,NULL,6
107,07.2,Mining of non-ferrous metal ores,2007,NULL,6
108,08.1,"Quarrying of stone, sand and clay",2007,NULL,7
109,08.9,Mining and quarrying n.e.c.,2007,NULL,7
110,09.1,Support activities for petroleum and natural gas extraction,2007,NULL,8
111,09.9,Support activities for other mining and quarrying,2007,NULL,8
112,10.1,Processing and preserving of meat and production of meat products,2007,NULL,9
113,10.2,"Processing and preserving of ish, crustaceans and molluscs",2007,NULL,9
114,10.3,Processing and preserving of fruit and vegetables,2007,NULL,9
115,10.4,Manufacture of vegetable and animal oils and fats,2007,NULL,9
116,10.5,Manufacture of dairy products,2007,NULL,9
117,10.6,"Manufacture of grain mill products, starches and starch products",2007,NULL,9
118,10.7,Manufacture of bakery and farinaceous products,2007,NULL,9
119,10.8,Manufacture of other food products,2007,NULL,9
120,10.9,Manufacture of prepared animal feeds,2007,NULL,9
121,11.0,Manufacture of beverages,2007,NULL,10
122,12.0,Manufacture of tobacco products,2007,NULL,11
123,13.1,Preparation and spinning of textile fibres,2007,NULL,12
124,13.2,Weaving of textiles,2007,NULL,12
125,13.3,Finishing of textiles,2007,NULL,12
126,13.9,Manufacture of other textiles,2007,NULL,12
127,14.1,"Manufacture of wearing apparel, except fur apparel",2007,NULL,13
128,14.2,Manufacture of articles of fur,2007,NULL,13
129,14.3,Manufacture of knitted and crocheted apparel,2007,NULL,13
130,15.1,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery and harness; dressing and dyeing of fur",2007,NULL,14
131,15.2,Manufacture of footwear,2007,NULL,14
132,16.1,Sawmilling and planing of wood,2007,NULL,15
133,16.2,"Manufacture of products of wood, cork, straw and plaiting materials",2007,NULL,15
134,17.1,"Manufacture of pulp, paper and paperboard",2007,NULL,16
135,17.2,Manufacture of articles of paper and paperboard,2007,NULL,16
136,18.1,Printing and service activities related to printing,2007,NULL,17
137,18.2,Reproduction of recorded media,2007,NULL,17
138,19.1,Manufacture of coke oven products,2007,NULL,18
139,19.2,Manufacture of refined petroleum products,2007,NULL,18
140,20.1,"Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms",2007,NULL,19
141,20.2,Manufacture of pesticides and other agrochemical products,2007,NULL,19
142,20.3,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",2007,NULL,19
143,20.4,"Manufacture of soap and detergents, cleaning and polishing preparations, perfumes",2007,NULL,19
144,20.5,Manufacture of other chemical products,2007,NULL,19
145,20.6,Manufacture of man-made fibres,2007,NULL,19
146,21.1,Manufacture of basic pharmaceutical products,2007,NULL,20
147,21.2,Manufacture of pharmaceutical preparations,2007,NULL,20
148,22.1,Manufacture of rubber products,2007,NULL,21
149,22.2,Manufacture of plastics products,2007,NULL,21
150,23.1,Manufacture of glass and glass products,2007,NULL,22
151,23.2,Manufacture of refractory products,2007,NULL,22
152,23.3,Manufacture of clay building materials,2007,NULL,22
153,23.4,Manufacture of other porcelain and ceramic products,2007,NULL,22
154,23.5,"Manufacture of cement, lime and plaster",2007,NULL,22
155,23.6,"Manufacture of articles of concrete, cement and plaster",2007,NULL,22
156,23.7,"Cutting, shaping and finishing of stone",2007,NULL,22
157,23.9,Manufacture of abrasive products and non-metallic mineral products n.e.c.,2007,NULL,22
158,24.1,Manufacture of basic iron and steel and of ferro-alloys,2007,NULL,23
159,24.2,"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",2007,NULL,23
160,24.3,Manufacture of other products of first processing of steel,2007,NULL,23
161,24.4,Manufacture of basic precious and other non-ferrous metals,2007,NULL,23
162,24.5,Casting of metals,2007,NULL,23
163,25.1,Manufacture of structural metal products,2007,NULL,24
164,25.2,"Manufacture of tanks, reservoirs and containers of metal",2007,NULL,24
165,25.3,"Manufacture of steam generators, except central heating hot water boilers",2007,NULL,24
166,25.4,Manufacture of weapons and ammunition,2007,NULL,24
167,25.5,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",2007,NULL,24
168,25.6,Treatment and coating of metals; machining,2007,NULL,24
169,25.7,"Manufacture of cutlery, tools and general hardware",2007,NULL,24
170,25.9,Manufacture of other fabricated metal products,2007,NULL,24
171,26.1,Manufacture of electronic components and boards,2007,NULL,25
172,26.2,Manufacture of computers and peripheral equipment,2007,NULL,25
173,26.3,Manufacture of communication equipment,2007,NULL,25
174,26.4,Manufacture of consumer electronics,2007,NULL,25
175,26.5,"Manufacture of instruments and appliances for measuring, testing and navigation; watches and clocks",2007,NULL,25
176,26.6,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",2007,NULL,25
177,26.7,Manufacture of optical instruments and photographic equipment,2007,NULL,25
178,26.8,Manufacture of magnetic and optical media,2007,NULL,25
179,27.1,"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",2007,NULL,26
180,27.2,Manufacture of batteries and accumulators,2007,NULL,26
181,27.3,Manufacture of wiring and wiring devices,2007,NULL,26
182,27.4,Manufacture of electric lighting equipment,2007,NULL,26
183,27.5,Manufacture of domestic appliances,2007,NULL,26
184,27.9,Manufacture of other electrical equipment,2007,NULL,26
185,28.1,Manufacture of general-purpose machinery,2007,NULL,27
186,28.2,Manufacture of other general-purpose machinery,2007,NULL,27
187,28.3,Manufacture of agricultural and forestry machinery,2007,NULL,27
188,28.4,Manufacture of metal forming machinery and machine tools,2007,NULL,27
189,28.9,Manufacture of other special-purpose machinery,2007,NULL,27
190,29.1,Manufacture of motor vehicles,2007,NULL,28
191,29.2,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi trailers,2007,NULL,28
192,29.3,Manufacture of parts and accessories for motor vehicles,2007,NULL,28
193,30.1,Building of ships and boats,2007,NULL,29
194,30.2,Manufacture of railway locomotives and rolling stock,2007,NULL,29
195,30.3,Manufacture of air and spacecraft and related machinery,2007,NULL,29
196,30.4,Manufacture of military fighting vehicles,2007,NULL,29
197,30.9,Manufacture of transport equipment n.e.c.,2007,NULL,29
198,31.0,Manufacture of furniture,2007,NULL,30
199,32.1,"Manufacture of jewellery, bijouterie and related articles",2007,NULL,31
200,32.2,Manufacture of musical instruments,2007,NULL,31
201,32.3,Manufacture of sports goods,2007,NULL,31
202,32.4,Manufacture of games and toys,2007,NULL,31
203,32.5,Manufacture of medical and dental instruments and supplies,2007,NULL,31
204,32.9,Manufacturing n.e.c.,2007,NULL,31
205,33.1,"Repair of fabricated metal products, machinery and equipment",2007,NULL,32
206,33.2,Installation of industrial machinery and equipment,2007,NULL,32
207,35.1,"Electric power generation, transmission and distribution",2007,NULL,33
208,35.2,Manufacture of gas; distribution of gaseous fuels through mains,2007,NULL,33
209,35.3,Steam and air conditioning supply,2007,NULL,33
210,36.0,"Water collection, treatment and supply",2007,NULL,34
211,37.0,Sewerage,2007,NULL,35
212,38.1,Waste collection,2007,NULL,36
213,38.2,Waste treatment and disposal,2007,NULL,36
214,38.3,Materials recovery,2007,NULL,36
215,39.0,Remediation activities and other waste management services,2007,NULL,37
216,41.1,Development of building projects,2007,NULL,38
217,41.2,Construction of residential and non-residential buildings,2007,NULL,38
218,42.1,Construction of roads and railways,2007,NULL,39
219,42.2,Construction of utility projects,2007,NULL,39
220,42.9,Construction of other civil engineering projects,2007,NULL,39
221,43.1,Demolition and site preparation,2007,NULL,40
222,43.2,"Electrical, plumbing and other construction installation activities",2007,NULL,40
223,43.3,Building completion and finishing,2007,NULL,40
224,43.9,Other specialised construction activities,2007,NULL,40
225,45.1,Sale of motor vehicles,2007,NULL,41
226,45.2,Maintenance and repair of motor vehicles,2007,NULL,41
227,45.3,Sale of motor vehicle parts and accessories,2007,NULL,41
228,45.4,"Sale, maintenance and repair of motorcycles and related parts and accessories",2007,NULL,41
229,46.1,Wholesale on a fee or contract basis,2007,NULL,42
230,46.2,Wholesale of agricultural raw materials and live animals,2007,NULL,42
231,46.3,"Wholesale of food, beverages and tobacco",2007,NULL,42
232,46.4,Wholesale of household goods,2007,NULL,42
233,46.5,Wholesale of information and communication equipment,2007,NULL,42
234,46.6,"Wholesale of other machinery, equipment and supplies",2007,NULL,42
235,46.7,Other specialised wholesale,2007,NULL,42
236,46.9,Non-specialised wholesale trade,2007,NULL,42
237,47.1,Retail sale in non-specialised stores,2007,NULL,43
238,47.2,"Retail sale of food, beverages and tobacco in specialised stores",2007,NULL,43
239,47.3,Retail sale of automotive fuel in specialised stores,2007,NULL,43
240,47.4,Retail sale of information and communication equipment in specialised stores,2007,NULL,43
241,47.5,Retail sale of other household equipment in specialised stores,2007,NULL,43
242,47.6,Retail sale of cultural and recreation goods in specialised stores,2007,NULL,43
243,47.7,Retail sale of other goods in specialised stores,2007,NULL,43
244,47.8,Retail sale via stalls and markets,2007,NULL,43
245,47.9,"Retail trade not in stores, stalls or markets",2007,NULL,43
246,49.1,"Passenger rail transport, interurban",2007,NULL,44
247,49.2,Freight rail transport,2007,NULL,44
248,49.3,Other passenger land transport,2007,NULL,44
249,49.4,Freight transport by road and removal services,2007,NULL,44
250,49.5,Transport via pipeline,2007,NULL,44
251,50.1,Sea and coastal passenger water transport,2007,NULL,45
252,50.2,Sea and coastal freight water transport,2007,NULL,45
253,50.3,Inland passenger water transport,2007,NULL,45
254,50.4,Inland freight water transport,2007,NULL,45
255,51.1,Passenger air transport,2007,NULL,46
256,51.2,Freight air transport and space transport,2007,NULL,46
257,52.1,Warehousing and storage,2007,NULL,47
258,52.2,Support activities for transportation,2007,NULL,47
259,53.1,Postal activities under universal service obligation,2007,NULL,48
260,53.2,Other postal and courier activities,2007,NULL,48
261,55.1,Hotels and similar accommodation,2007,NULL,49
262,55.2,Holiday and other short-stay accommodation,2007,NULL,49
263,55.3,"Camping grounds, recreational vehicle parks and trailer parks",2007,NULL,49
264,55.9,Other accommodation,2007,NULL,49
265,56.1,Restaurants and mobile food service activities,2007,NULL,50
266,56.2,Event catering and other food service activities,2007,NULL,50
267,56.3,Beverage serving activities,2007,NULL,50
268,58.1,"Publishing of books, periodicals and other publishing activities",2007,NULL,51
269,58.2,Software publishing,2007,NULL,51
270,59.1,"Motion picture, video and television programme activities",2007,NULL,52
271,59.2,Sound recording and music publishing activities,2007,NULL,52
272,60.1,Radio broadcasting,2007,NULL,53
273,60.2,Television programming and broadcasting activities,2007,NULL,53
274,61.1,Wired telecommunications activities,2007,NULL,54
275,61.2,Wireless telecommunications activities,2007,NULL,54
276,61.3,Satellite telecommunications activities,2007,NULL,54
277,61.9,Other telecommunications activities,2007,NULL,54
278,62.0,"Computer programming, consultancy and related activities",2007,NULL,55
279,63.1,"Data processing, hosting and related activities; web portals",2007,NULL,56
280,63.9,Other information service activities,2007,NULL,56
281,64.1,Monetary intermediation,2007,NULL,57
282,64.2,Activities of holding companies,2007,NULL,57
283,64.3,"Trusts, funds and similar financial entities",2007,NULL,57
284,64.9,"Other financial service activities, except insurance and pension funding",2007,NULL,57
285,65.1,Insurance,2007,NULL,58
286,65.2,Reinsurance,2007,NULL,58
287,65.3,Pension funding,2007,NULL,58
288,66.1,"Activities auxiliary to financial services, except insurance and pension funding",2007,NULL,59
289,66.2,Activities auxiliary to insurance and pension funding,2007,NULL,59
290,66.3,Fund management activities,2007,NULL,59
291,68.1,Buying and selling of own real estate,2007,NULL,60
292,68.2,Renting and operating of own or leased real estate,2007,NULL,60
293,68.3,Real estate activities on a fee or contract basis,2007,NULL,60
294,69.1,Legal activities,2007,NULL,61
295,69.2,"Accounting, bookkeeping and auditing activities; tax consultancy",2007,NULL,61
296,70.1,Activities of head offices,2007,NULL,62
297,70.2,Management consultancy activities,2007,NULL,62
298,71.1,Architectural and engineering activities and related technical consultancy,2007,NULL,63
299,71.2,Technical testing and analysis,2007,NULL,63
300,72.1,Research and experimental development on natural sciences and engineering,2007,NULL,64
301,72.2,Research and experimental development on social sciences and humanities,2007,NULL,64
302,73.1,Advertising,2007,NULL,65
303,73.2,Market research and public opinion polling,2007,NULL,65
304,74.1,Specialised design activities,2007,NULL,66
305,74.2,Photographic activities,2007,NULL,66
306,74.3,Translation and interpretation activities,2007,NULL,66
307,74.9,"Other professional, scientific and technical activities n.e.c.",2007,NULL,66
308,75.0,Veterinary activities,2007,NULL,67
309,77.1,Renting and leasing of motor vehicles,2007,NULL,68
310,77.2,Renting and leasing of personal and household goods,2007,NULL,68
311,77.3,"Renting and leasing of other machinery, equipment and tangible goods",2007,NULL,68
312,77.4,"Leasing of intellectual property and similar products, except copyrighted works",2007,NULL,68
313,78.1,Activities of employment placement agencies,2007,NULL,69
314,78.2,Temporary employment agency activities,2007,NULL,69
315,78.3,Other human resources provision,2007,NULL,69
316,79.1,Travel agency and tour operator activities,2007,NULL,70
317,79.9,Other reservation service and related activities,2007,NULL,70
318,80.1,Private security activities,2007,NULL,71
319,80.2,Security systems service activities,2007,NULL,71
320,80.3,Investigation activities,2007,NULL,71
321,81.1,Combined facilities support activities,2007,NULL,72
322,81.2,Cleaning activities,2007,NULL,72
323,81.3,Landscape service activities,2007,NULL,72
324,82.1,Office administrative and support activities,2007,NULL,73
325,82.2,Activities of call centres,2007,NULL,73
326,82.3,Organisation of conventions and trade shows,2007,NULL,73
327,82.9,Business support service activities n.e.c.,2007,NULL,73
328,84.1,Administration of the State and the economic and social policy of the community,2007,NULL,74
329,84.2,Provision of services to the community as a whole,2007,NULL,74
330,84.3,Compulsory social security activities,2007,NULL,74
331,85.1,Pre-primary education,2007,NULL,75
332,85.2,Primary education,2007,NULL,75
333,85.3,Secondary education,2007,NULL,75
334,85.4,Higher education,2007,NULL,75
335,85.5,Other education,2007,NULL,75
336,85.6,Educational support activities,2007,NULL,75
337,86.1,Hospital activities,2007,NULL,76
338,86.2,Medical and dental practice activities,2007,NULL,76
339,86.9,Other human health activities,2007,NULL,76
340,87.1,Residential nursing care activities,2007,NULL,77
341,87.2,"Residential care activities for mental retardation, mental health and substance abuse",2007,NULL,77
342,87.3,Residential care activities for the elderly and disabled,2007,NULL,77
343,87.9,Other residential care activities,2007,NULL,77
344,88.1,Social work activities without accommodation for the elderly and disabled,2007,NULL,78
345,88.9,Other social work activities without accommodation,2007,NULL,78
346,90.0,"Creative, arts and entertainment activities",2007,NULL,79
347,91.0,"Libraries, archives, museums and other cultural activities",2007,NULL,80
348,92.0,Gambling and betting activities,2007,NULL,81
349,93.1,Sports activities,2007,NULL,82
350,93.2,Amusement and recreation activities,2007,NULL,82
351,94.1,"Activities of business, employers and professional membership organisations",2007,NULL,83
352,94.2,Activities of trade unions,2007,NULL,83
353,94.9,Activities of other membership organisations,2007,NULL,83
354,95.1,Repair of computers and communication equipment,2007,NULL,84
355,95.2,Repair of personal and household goods,2007,NULL,84
356,96.0,Other personal service activities,2007,NULL,85
357,97.0,Activities of households as employers of domestic personnel,2007,NULL,86
358,98.1,Undifferentiated goods-producing activities of private households for own use,2007,NULL,87
359,98.2,Undifferentiated service-producing activities of private households for own use,2007,NULL,87
360,99.0,Activities of extraterritorial organisations and bodies,2007,NULL,88
361,01.11,"Growing of cereals (except rice), leguminous crops and oil seeds",2007,NULL,89
362,01.12,Growing of rice,2007,NULL,89
363,01.13,"Growing of vegetables and melons, roots and tubers",2007,NULL,89
364,01.14,Growing of sugar cane,2007,NULL,89
365,01.15,Growing of tobacco,2007,NULL,89
366,01.16,Growing of fibre crops,2007,NULL,89
367,01.19,Growing of other non-perennial crops,2007,NULL,89
368,01.21,Growing of grapes,2007,NULL,90
369,01.22,Growing of tropical and subtropical fruits,2007,NULL,90
370,01.23,Growing of citrus fruits,2007,NULL,90
371,01.24,Growing of pome fruits and stone fruits,2007,NULL,90
372,01.25,Growing of other tree and bush fruits and nuts,2007,NULL,90
373,01.26,Growing of oleaginous fruits,2007,NULL,90
374,01.27,Growing of beverage crops,2007,NULL,90
375,01.28,"Growing of spices, aromatic, drug and pharmaceutical crops",2007,NULL,90
376,01.29,Growing of other perennial crops,2007,NULL,90
377,01.30,Plant propagation,2007,NULL,91
378,01.41,Raising of dairy cattle,2007,NULL,92
379,01.42,Raising of other cattle and buffaloes,2007,NULL,92
380,01.43,Raising of horses and other equines,2007,NULL,92
381,01.44,Raising of camels and camelids,2007,NULL,92
382,01.45,Raising of sheep and goats,2007,NULL,92
383,01.46,Raising of swine/pigs,2007,NULL,92
384,01.47,Raising of poultry,2007,NULL,92
385,01.49,Raising of other animals,2007,NULL,92
386,01.50,Mixed farming,2007,NULL,93
387,01.61,Support activities for crop production,2007,NULL,94
388,01.62,Support activities for animal production,2007,NULL,94
389,01.63,Post-harvest crop activities,2007,NULL,94
390,01.64,Seed processing for propagation,2007,NULL,94
391,01.70,"Hunting, trapping and related service activities",2007,NULL,95
392,02.10,Silviculture and other forestry activities,2007,NULL,96
393,02.20,Logging,2007,NULL,97
394,02.30,Gathering of wild growing non-wood products,2007,NULL,98
395,02.40,Support services to forestry,2007,NULL,99
396,03.11,Marine fishing,2007,NULL,100
397,03.12,Freshwater fishing,2007,NULL,100
398,03.21,Marine aquaculture,2007,NULL,101
399,03.22,Freshwater aquaculture,2007,NULL,101
400,05.10,Mining of hard coal,2007,NULL,102
401,05.20,Mining of lignite,2007,NULL,103
402,06.10,Extraction of crude petroleum,2007,NULL,104
403,06.20,Extraction of natural gas,2007,NULL,105
404,07.10,Mining of iron ores,2007,NULL,106
405,07.21,Mining of uranium and thorium ores,2007,NULL,107
406,07.29,Mining of other non-ferrous metal ores,2007,NULL,107
407,08.11,"Quarrying of ornamental and building stone, limestone, gypsum, chalk and slate",2007,NULL,108
408,08.12,Operation of gravel and sand pits; mining of clays and kaolin,2007,NULL,108
409,08.91,Mining of chemical and fertiliser minerals,2007,NULL,109
410,08.92,Extraction of peat,2007,NULL,109
411,08.93,Extraction of salt,2007,NULL,109
412,08.99,Other mining and quarrying n.e.c.,2007,NULL,109
413,09.10,Support activities for petroleum and natural gas extraction,2007,NULL,110
414,09.90,Support activities for other mining and quarrying,2007,NULL,111
415,10.11,Processing and preserving of meat,2007,NULL,112
416,10.12,Processing and preserving of poultry meat,2007,NULL,112
417,10.13,Production of meat and poultry meat products,2007,NULL,112
418,10.20,"Processing and preserving of ish, crustaceans and molluscs",2007,NULL,113
419,10.31,Processing and preserving of potatoes,2007,NULL,114
420,10.32,Manufacture of fruit and vegetable juice,2007,NULL,114
421,10.39,Other processing and preserving of fruit and vegetables,2007,NULL,114
422,10.41,Manufacture of oils and fats,2007,NULL,115
423,10.42,Manufacture of margarine and similar edible fats,2007,NULL,115
424,10.51,Operation of dairies and cheese making,2007,NULL,116
425,10.52,Manufacture of ice cream,2007,NULL,116
426,10.61,Manufacture of grain mill products,2007,NULL,117
427,10.62,Manufacture of starches and starch products,2007,NULL,117
428,10.71,Manufacture of bread; manufacture of fresh pastry goods and cakes,2007,NULL,118
429,10.72,Manufacture of rusks and biscuits; manufacture of preserved pastry goods and cakes,2007,NULL,118
430,10.73,"Manufacture of macaroni, noodles, couscous and similar farinaceous products",2007,NULL,118
431,10.81,Manufacture of sugar,2007,NULL,119
432,10.82,"Manufacture of cocoa, chocolate and sugar confectionery",2007,NULL,119
433,10.83,Processing of tea and cofee,2007,NULL,119
434,10.84,Manufacture of condiments and seasonings,2007,NULL,119
435,10.85,Manufacture of prepared meals and dishes,2007,NULL,119
436,10.86,Manufacture of homogenised food preparations and dietetic food,2007,NULL,119
437,10.89,Manufacture of other food products n.e.c.,2007,NULL,119
438,10.91,Manufacture of prepared feeds for farm animals,2007,NULL,120
439,10.92,Manufacture of prepared pet foods,2007,NULL,120
440,11.01,"Distilling, rectifying and blending of spirits",2007,NULL,121
441,11.02,Manufacture of wine from grape,2007,NULL,121
442,11.03,Manufacture of cider and other fruit wines,2007,NULL,121
443,11.04,Manufacture of other non-distilled fermented beverages,2007,NULL,121
444,11.05,Manufacture of beer,2007,NULL,121
445,11.06,Manufacture of malt,2007,NULL,121
446,11.07,Manufacture of soft drinks; production of mineral waters and other bottled waters,2007,NULL,121
447,12.00,Manufacture of tobacco products,2007,NULL,122
448,13.10,Preparation and spinning of textile fibres,2007,NULL,123
449,13.20,Weaving of textiles,2007,NULL,124
450,13.30,Finishing of textiles,2007,NULL,125
451,13.91,Manufacture of knitted and crocheted fabrics,2007,NULL,126
452,13.92,"Manufacture of made-up textile articles, except apparel",2007,NULL,126
453,13.93,Manufacture of carpets and rugs,2007,NULL,126
454,13.94,"Manufacture of cordage, rope, twine and netting",2007,NULL,126
455,13.95,"Manufacture of non-wovens and articles made from non-wovens, except apparel",2007,NULL,126
456,13.96,Manufacture of other technical and industrial textiles,2007,NULL,126
457,13.99,Manufacture of other textiles n.e.c.,2007,NULL,126
458,14.11,Manufacture of leather clothes,2007,NULL,127
459,14.12,Manufacture of workwear,2007,NULL,127
460,14.13,Manufacture of other outerwear,2007,NULL,127
461,14.14,Manufacture of underwear,2007,NULL,127
462,14.19,Manufacture of other wearing apparel and accessories,2007,NULL,127
463,14.20,Manufacture of articles of fur,2007,NULL,128
464,14.31,Manufacture of knitted and crocheted hosiery,2007,NULL,129
465,14.39,Manufacture of other knitted and crocheted apparel,2007,NULL,129
466,15.11,Tanning and dressing of leather; dressing and dyeing of fur,2007,NULL,130
467,15.12,"Manufacture of luggage, handbags and the like, saddlery and harness",2007,NULL,130
468,15.20,Manufacture of footwear,2007,NULL,131
469,16.10,Sawmilling and planing of wood,2007,NULL,132
470,16.21,Manufacture of veneer sheets and wood-based panels,2007,NULL,133
471,16.22,Manufacture of assembled parquet loors,2007,NULL,133
472,16.23,Manufacture of other builders' carpentry and joinery,2007,NULL,133
473,16.24,Manufacture of wooden containers,2007,NULL,133
474,16.29,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting",2007,NULL,133
475,17.11,Manufacture of pulp,2007,NULL,134
476,17.12,Manufacture of paper and paperboard,2007,NULL,134
477,17.21,Manufacture of corrugated paper and paperboard and of containers of paper and paperboard,2007,NULL,135
