FacilityReportID,FacilityName,FacilityID,ReportingYear,QuantityRecovery,QuantityDisposal,QuantityUnspec,QuantityTotal,ReceivingCountryCode,UnitCode,LOV_ConfidentialityID,CountryCode,LOV_CountryID,RiverBasinDistrictCode,LOV_RiverBasinDistrictID,NUTSLevel2RegionCode,LOV_NUTSRLevel1ID,LOV_NUTSRLevel2ID,LOV_NUTSRLevel3ID,IASectorCode,IAActivityCode,IASubActivityCode,IPPCSectorCode,IPPCActivityCode,IPPCSubActivityCode,LOV_IASectorID,LOV_IAActivityID,LOV_IASubActivityID,NACESectorCode,NACEActivityCode,NACESubActivityCode,LOV_NACESectorID,LOV_NACEActivityID,LOV_NACESubActivityID,HasReportedRecovery,HasReportedDisposal,HasReportedUnspecified,ConfidentialIndicator,ConfidentialIndicatorFacility
962460,ILVA S.P.A. Stabilimento di Taranto,7019,2008,1310.0,NULL,NULL,1310.0,SE,TNE,NULL,IT,109,ITF,162,ITF4,1115,1134,NULL,2,2.(b),NULL,NULL,2.2,NULL,2,17,NULL,24,24.1,24.10,23,158,537,1,0,0,0,0
962460,ILVA S.P.A. Stabilimento di Taranto,7019,2008,1310.0,NULL,NULL,1310.0,SE,TNE,NULL,IT,109,ITF,162,ITF4,1115,1134,NULL,2,2.(b),NULL,NULL,2.2,NULL,2,17,NULL,24,24.1,24.10,23,158,537,1,0,0,0,0
